Category,Price,Rating,Stock,Discount
C,1481.0,1.1997764566550997,In Stock,26.0
C,4870.0,3.0382925191086185,Out of Stock,2.0
C,7087.0,4.2858110240525695,In Stock,35.0
C,3650.0,3.0382925191086185,In Stock,37.0
C,3024.0,3.0382925191086185,In Stock,16.0
C,328.0,3.0382925191086185,Out of Stock,41.0
C,1538.0,3.0382925191086185,In Stock,41.0
A,5721.0,3.5787098926367222,In Stock,40.0
C,9329.0,3.0382925191086185,In Stock,48.0
C,3568.0,4.1094718195275295,Out of Stock,11.0
C,7252.0,3.0382925191086185,Out of Stock,36.0
C,9119.0,2.5889490467889904,In Stock,10.0
D,8081.0,3.646534010385045,In Stock,12.0
C,5016.970630372492,3.701078772654003,In Stock,30.0
C,381.0,3.0382925191086185,Out of Stock,21.0
C,1249.0,2.5597631179162104,In Stock,49.0
B,6446.0,3.54179016457523,Out of Stock,24.516624685138538
C,8709.0,3.0382925191086185,In Stock,19.0
C,5539.0,1.8096055711712256,Out of Stock,17.0
C,7288.0,2.0449345165071757,In Stock,15.0
D,6778.0,3.0382925191086185,In Stock,41.0
C,7675.0,3.0382925191086185,Out of Stock,1.0
C,9236.0,3.0382925191086185,Out of Stock,15.0
C,2705.0,4.527438671193559,In Stock,7.0
D,4246.0,3.0382925191086185,Out of Stock,34.0
C,2228.0,3.189855923072394,In Stock,23.0
C,7314.0,4.620648664731213,In Stock,30.0
D,8737.0,4.095370531645545,In Stock,41.0
C,3536.0,3.0382925191086185,In Stock,13.0
C,5272.0,3.0382925191086185,In Stock,25.0
C,5113.0,3.0382925191086185,Out of Stock,17.0
C,2735.0,2.920832286010129,In Stock,26.0
C,2432.0,3.0382925191086185,Out of Stock,16.0
C,5016.970630372492,1.6337096334325758,In Stock,46.0
C,5736.0,3.0382925191086185,In Stock,14.0
C,3241.0,4.859328885943068,In Stock,7.0
D,434.0,3.0382925191086185,Out of Stock,6.0
B,9715.0,4.556296310407639,In Stock,1.0
C,2666.0,2.9816969896955987,In Stock,28.0
C,3215.0,2.376312443809915,In Stock,24.516624685138538
C,736.0,3.0382925191086185,In Stock,12.0
C,4650.0,1.1705236652662323,Out of Stock,11.0
C,4392.0,2.7290709788571568,In Stock,13.0
C,535.0,3.0382925191086185,In Stock,9.0
C,703.0,1.3294513702033006,Out of Stock,4.0
C,620.0,3.0382925191086185,Out of Stock,33.0
D,4290.0,3.0382925191086185,In Stock,13.0
A,8171.0,2.059080055374693,Out of Stock,14.0
C,1305.0,3.0382925191086185,In Stock,38.0
C,1078.0,4.705406943730678,In Stock,23.0
C,6285.0,2.6079269196478303,In Stock,27.0
C,6551.0,4.246589691739439,In Stock,5.0
C,9566.0,3.0382925191086185,Out of Stock,1.0
C,5016.970630372492,3.0382925191086185,Out of Stock,24.516624685138538
C,9442.0,2.6907269838631973,In Stock,39.0
A,1521.0,3.0382925191086185,In Stock,29.0
C,1704.0,2.8535947570034668,In Stock,6.0
C,158.0,3.0382925191086185,Out of Stock,12.0
C,231.0,1.4444003053710293,In Stock,38.0
D,8041.0,4.2507262683713325,In Stock,5.0
A,420.0,2.6638460181672,In Stock,1.0
C,7645.0,3.0382925191086185,In Stock,25.0
D,5297.0,3.933676945392267,In Stock,5.0
C,4636.0,3.0382925191086185,In Stock,8.0
C,7341.0,3.0382925191086185,In Stock,21.0
B,1971.0,3.0382925191086185,In Stock,1.0
C,4945.0,2.2364507255067942,Out of Stock,7.0
B,3412.0,3.0382925191086185,Out of Stock,24.0
B,2940.0,2.809246903821382,In Stock,47.0
C,5016.970630372492,4.535290669853159,In Stock,31.0
C,3280.0,3.0382925191086185,Out of Stock,29.0
C,409.0,3.0382925191086185,Out of Stock,16.0
B,8690.0,3.0382925191086185,Out of Stock,1.0
C,9287.0,4.696252556756083,In Stock,2.0
C,3590.0,4.099343053973303,Out of Stock,24.516624685138538
D,7644.0,3.0382925191086185,Out of Stock,24.516624685138538
C,2428.0,3.0382925191086185,Out of Stock,47.0
A,5310.0,3.6491763940230895,Out of Stock,1.0
C,2699.0,4.340577472041069,Out of Stock,40.0
C,3341.0,4.841266708508417,In Stock,44.0
C,7173.0,1.9388835875204125,In Stock,13.0
B,7293.0,1.9581009208137077,In Stock,29.0
C,4004.0,3.0382925191086185,Out of Stock,31.0
C,6722.0,2.419346271313845,In Stock,8.0
C,1328.0,2.909360250537106,In Stock,27.0
B,8583.0,3.0382925191086185,In Stock,31.0
B,4461.0,3.0382925191086185,In Stock,39.0
D,4888.0,3.0382925191086185,In Stock,2.0
C,9374.0,3.0028560954050536,In Stock,28.0
C,8339.0,3.918305268050125,In Stock,41.0
C,7640.0,3.0382925191086185,In Stock,0.0
C,1700.0,1.3836135052314509,In Stock,13.0
C,680.0,3.0382925191086185,In Stock,18.0
C,2541.0,3.632204748264497,In Stock,37.0
C,6322.0,3.0382925191086185,Out of Stock,24.516624685138538
B,6924.0,4.068935004804429,In Stock,24.516624685138538
B,1103.0,3.0382925191086185,In Stock,47.0
C,9686.0,1.7999740116247285,Out of Stock,19.0
C,8669.0,4.641905701662897,Out of Stock,12.0
C,4097.0,3.0382925191086185,Out of Stock,34.0
C,8281.0,3.0382925191086185,In Stock,12.0
C,1832.0,3.0382925191086185,In Stock,28.0
B,3741.0,3.0382925191086185,In Stock,47.0
C,7054.0,3.0382925191086185,Out of Stock,49.0
C,6355.0,2.7646612809993303,Out of Stock,0.0
A,1511.0,2.9675683423004284,Out of Stock,7.0
C,1545.0,2.141572749772912,In Stock,29.0
D,828.0,2.153464497259371,Out of Stock,8.0
D,6483.0,3.0382925191086185,In Stock,33.0
C,3704.0,2.936554309967718,In Stock,1.0
B,3650.0,1.4553014488397469,In Stock,34.0
C,6354.0,2.872548993774975,In Stock,46.0
C,3093.0,1.103927782244961,In Stock,42.0
D,8585.0,3.0382925191086185,In Stock,43.0
C,9832.0,4.967090649554048,Out of Stock,2.0
A,3726.0,3.0382925191086185,In Stock,26.0
C,7030.0,3.0382925191086185,Out of Stock,19.0
C,5769.0,3.0382925191086185,Out of Stock,18.0
C,2883.0,2.755392182553186,Out of Stock,35.0
C,3736.0,1.0274014575018144,In Stock,26.0
C,7702.0,1.1597475792875311,Out of Stock,21.0
C,4437.0,3.0382925191086185,In Stock,8.0
C,6987.0,3.0382925191086185,In Stock,24.516624685138538
C,7648.0,3.0382925191086185,In Stock,45.0
C,1670.0,3.0382925191086185,In Stock,13.0
B,5335.0,3.0382925191086185,Out of Stock,12.0
A,6117.0,3.0382925191086185,In Stock,26.0
B,1695.0,3.137216935730504,In Stock,7.0
B,4769.0,3.199256476549933,In Stock,41.0
C,8325.0,3.7499952445002265,In Stock,6.0
C,1804.0,3.0382925191086185,In Stock,7.0
C,9951.0,3.0382925191086185,In Stock,26.0
C,4828.0,3.0382925191086185,In Stock,22.0
C,1698.0,3.0891231681012314,In Stock,11.0
C,2571.0,1.2425196422667808,In Stock,22.0
C,3691.0,4.799496226122256,In Stock,37.0
C,5016.970630372492,3.0382925191086185,Out of Stock,23.0
D,6967.0,2.9294789139842865,In Stock,39.0
C,9148.0,3.0382925191086185,In Stock,46.0
A,3701.0,3.0382925191086185,In Stock,12.0
C,6867.0,3.0382925191086185,In Stock,3.0
C,2610.0,2.7912042416852207,In Stock,10.0
C,7606.0,3.6542273863931314,In Stock,24.516624685138538
C,3135.0,4.594448915399168,In Stock,28.0
D,5597.0,3.116135383834756,In Stock,27.0
C,1839.0,4.274956660699364,Out of Stock,16.0
D,4763.0,3.972744227384923,In Stock,42.0
C,4219.0,3.0382925191086185,In Stock,37.0
C,5608.0,4.157697336735428,Out of Stock,6.0
B,5195.0,3.689327293029892,In Stock,3.0
C,2540.0,3.0382925191086185,In Stock,40.0
C,6716.0,1.7903990305576372,In Stock,7.0
B,3722.0,3.0382925191086185,Out of Stock,37.0
C,8682.0,1.1906363377840607,In Stock,47.0
C,2647.0,3.0382925191086185,In Stock,24.516624685138538
A,4104.0,3.0382925191086185,Out of Stock,39.0
C,6952.0,4.511057655143444,In Stock,4.0
C,9928.0,3.0382925191086185,In Stock,49.0
C,5712.0,2.747244805164672,Out of Stock,45.0
C,251.0,1.0331563051446873,Out of Stock,44.0
C,3611.0,1.915730729536624,In Stock,36.0
C,3295.0,1.5374126752191493,In Stock,11.0
C,889.0,3.0382925191086185,Out of Stock,45.0
C,1972.0,2.2472597886538628,In Stock,10.0
C,5429.0,4.958336197386105,In Stock,2.0
C,4415.0,1.4463942073567808,Out of Stock,45.0
C,6889.0,3.0382925191086185,In Stock,13.0
C,5016.970630372492,3.0382925191086185,Out of Stock,16.0
D,2507.0,3.0382925191086185,Out of Stock,45.0
C,8945.0,4.670162360548385,Out of Stock,11.0
C,6533.0,1.3923237307536795,In Stock,32.0
C,4318.0,2.130970062385172,Out of Stock,24.516624685138538
C,2173.0,3.0382925191086185,Out of Stock,24.0
C,2996.0,3.3973758435143004,In Stock,49.0
D,521.0,1.109541284390204,Out of Stock,30.0
C,4158.0,3.2560110783637324,In Stock,7.0
C,7314.0,3.0382925191086185,In Stock,41.0
C,3430.0,3.0382925191086185,Out of Stock,27.0
C,5016.970630372492,2.284835920474739,In Stock,28.0
C,5556.0,3.0382925191086185,In Stock,1.0
C,7425.0,2.3263206410049206,In Stock,22.0
C,6689.0,1.0155582851684466,In Stock,20.0
C,5132.0,3.0382925191086185,Out of Stock,43.0
C,5475.0,3.0382925191086185,Out of Stock,13.0
C,5016.970630372492,3.0382925191086185,Out of Stock,6.0
D,8273.0,4.152618603391821,In Stock,7.0
C,5565.0,3.0382925191086185,In Stock,47.0
B,4071.0,4.201654638984054,In Stock,32.0
C,2269.0,3.0382925191086185,In Stock,31.0
C,7671.0,2.062739331688438,In Stock,24.516624685138538
B,3472.0,3.0382925191086185,Out of Stock,41.0
C,3430.0,3.0382925191086185,In Stock,27.0
C,3668.0,3.0382925191086185,In Stock,20.0
C,8460.0,3.0382925191086185,In Stock,18.0
C,296.0,3.0382925191086185,In Stock,11.0
C,3145.0,1.8483072960896172,In Stock,15.0
A,3545.0,3.0382925191086185,In Stock,18.0
C,3688.0,3.0382925191086185,In Stock,7.0
A,7243.0,3.0382925191086185,Out of Stock,7.0
A,5124.0,1.1143787592663257,In Stock,24.516624685138538
C,4924.0,4.904717380704733,Out of Stock,13.0
C,9157.0,3.0382925191086185,In Stock,49.0
C,1135.0,3.0382925191086185,In Stock,42.0
C,4267.0,3.0382925191086185,In Stock,19.0
D,5969.0,3.0382925191086185,Out of Stock,17.0
D,6161.0,3.0382925191086185,In Stock,39.0
C,7874.0,3.0073232701661863,Out of Stock,34.0
C,317.0,3.0382925191086185,Out of Stock,27.0
C,1557.0,3.860771350735504,In Stock,15.0
C,571.0,3.030143277607736,In Stock,37.0
C,8282.0,4.8516579645561695,Out of Stock,2.0
C,5016.970630372492,3.0382925191086185,In Stock,48.0
C,5219.0,3.0382925191086185,In Stock,19.0
C,2760.0,3.705958435276843,Out of Stock,11.0
C,9501.0,3.0382925191086185,Out of Stock,15.0
C,7629.0,4.411939077388649,In Stock,3.0
C,6868.0,3.98816239671781,In Stock,20.0
C,8863.0,3.0382925191086185,In Stock,15.0
C,3465.0,3.0382925191086185,Out of Stock,40.0
A,6319.0,3.0382925191086185,Out of Stock,47.0
C,498.0,4.257966268010163,In Stock,35.0
C,3452.0,3.150789247813135,In Stock,33.0
C,1802.0,3.0382925191086185,Out of Stock,24.516624685138538
C,3066.0,3.0382925191086185,Out of Stock,34.0
C,2148.0,3.0382925191086185,In Stock,23.0
D,4943.0,3.0382925191086185,In Stock,14.0
C,1425.0,3.0382925191086185,In Stock,25.0
D,1083.0,3.2856516321952367,Out of Stock,28.0
C,398.0,2.1283051086160096,Out of Stock,20.0
C,4902.0,3.965778543877458,Out of Stock,31.0
C,1735.0,3.5087107241986657,In Stock,20.0
C,7213.0,3.0382925191086185,In Stock,7.0
C,284.0,3.0382925191086185,In Stock,7.0
D,2655.0,3.0382925191086185,In Stock,32.0
C,9029.0,1.1550305487835026,In Stock,24.516624685138538
C,1690.0,4.768949677623761,In Stock,11.0
B,3837.0,3.0382925191086185,Out of Stock,18.0
C,6216.0,1.912289774361827,In Stock,35.0
C,6135.0,4.166996242368398,Out of Stock,40.0
C,5325.0,2.175326498491873,Out of Stock,11.0
D,9569.0,3.0382925191086185,Out of Stock,32.0
C,6916.0,4.33207349645741,In Stock,42.0
C,6993.0,3.20979382373768,Out of Stock,40.0
A,1628.0,3.0382925191086185,Out of Stock,11.0
C,7891.0,2.2022896033094472,In Stock,47.0
C,5016.970630372492,3.0382925191086185,Out of Stock,36.0
B,9780.0,3.0382925191086185,In Stock,15.0
A,8325.0,3.0382925191086185,Out of Stock,31.0
C,2570.0,3.0382925191086185,Out of Stock,16.0
C,868.0,3.0382925191086185,Out of Stock,21.0
C,9303.0,3.0382925191086185,Out of Stock,13.0
C,4147.0,4.341512883470044,In Stock,21.0
C,889.0,3.0382925191086185,In Stock,26.0
D,568.0,4.482026662167312,In Stock,3.0
C,1466.0,2.5340613320685823,In Stock,37.0
C,7111.0,3.0382925191086185,In Stock,24.516624685138538
D,5016.970630372492,4.923387095620516,In Stock,42.0
C,8984.0,2.1375805383576907,In Stock,22.0
B,5655.0,3.0382925191086185,In Stock,41.0
C,5016.970630372492,3.0382925191086185,In Stock,45.0
B,8082.0,3.0382925191086185,In Stock,2.0
C,5016.970630372492,3.3686373810108745,In Stock,9.0
B,2137.0,3.0382925191086185,In Stock,26.0
B,7731.0,4.365546101525959,In Stock,32.0
A,7539.0,3.544582892642101,In Stock,29.0
C,7340.0,3.0382925191086185,In Stock,24.516624685138538
C,4672.0,3.331715957340853,In Stock,49.0
A,7180.0,3.0382925191086185,In Stock,2.0
B,4734.0,2.732656991237321,Out of Stock,0.0
C,500.0,3.0382925191086185,In Stock,43.0
B,7257.0,3.0382925191086185,In Stock,17.0
C,3867.0,3.0382925191086185,In Stock,49.0
C,7889.0,4.731517334225362,In Stock,32.0
C,1028.0,3.0382925191086185,In Stock,34.0
D,6690.0,1.589540662872742,In Stock,5.0
C,2359.0,4.368024012998475,In Stock,11.0
C,8785.0,3.0382925191086185,In Stock,22.0
B,5164.0,3.0382925191086185,In Stock,27.0
C,6036.0,3.0382925191086185,In Stock,24.0
D,7147.0,3.0382925191086185,Out of Stock,16.0
C,5707.0,1.9189810492587636,In Stock,30.0
D,8421.0,1.651472186334049,In Stock,4.0
C,1924.0,3.0382925191086185,In Stock,20.0
C,2642.0,3.0382925191086185,Out of Stock,2.0
C,1889.0,3.08117485255276,Out of Stock,41.0
C,2328.0,1.4576157231006155,In Stock,26.0
B,7799.0,1.6778582085029523,In Stock,21.0
C,3867.0,3.0382925191086185,In Stock,26.0
C,1940.0,1.198293259307524,Out of Stock,4.0
B,8282.0,2.115695884345242,In Stock,25.0
C,8773.0,3.0382925191086185,In Stock,15.0
C,6566.0,3.0382925191086185,In Stock,20.0
C,9346.0,3.683532001015229,In Stock,39.0
C,5961.0,3.0382925191086185,Out of Stock,3.0
D,8933.0,3.0382925191086185,In Stock,15.0
C,4374.0,3.0382925191086185,Out of Stock,21.0
C,5016.970630372492,3.0382925191086185,In Stock,24.0
C,5016.970630372492,1.1562068663883425,In Stock,26.0
C,796.0,3.0382925191086185,In Stock,18.0
C,2302.0,3.0382925191086185,Out of Stock,10.0
C,6806.0,3.0382925191086185,In Stock,18.0
D,934.0,4.186910590192896,In Stock,9.0
C,3818.0,4.698912084003331,Out of Stock,21.0
C,6281.0,1.4977180700077564,In Stock,43.0
A,8574.0,3.0382925191086185,Out of Stock,24.516624685138538
C,684.0,2.334876059440285,Out of Stock,24.516624685138538
D,4304.0,4.590515555651416,In Stock,1.0
A,9221.0,4.755403019596821,In Stock,17.0
A,5016.970630372492,3.0382925191086185,In Stock,0.0
D,3740.0,3.611900529725685,In Stock,16.0
D,440.0,1.003436632335775,Out of Stock,10.0
C,2352.0,4.463197134493699,In Stock,37.0
C,1519.0,3.0382925191086185,In Stock,15.0
A,1089.0,3.0382925191086185,In Stock,32.0
C,8473.0,3.0382925191086185,Out of Stock,19.0
C,1786.0,3.0382925191086185,Out of Stock,14.0
C,2993.0,3.0382925191086185,Out of Stock,43.0
C,6961.0,3.525718598856852,In Stock,16.0
C,1167.0,2.507280421717329,In Stock,47.0
C,126.0,3.0382925191086185,Out of Stock,23.0
B,7441.0,3.0382925191086185,In Stock,3.0
D,2242.0,4.464652126339724,Out of Stock,24.0
A,6244.0,3.0382925191086185,In Stock,41.0
C,4477.0,4.066780091441775,In Stock,37.0
C,474.0,3.0382925191086185,In Stock,3.0
C,4661.0,2.102019402424812,In Stock,19.0
C,3793.0,2.055446765856242,In Stock,22.0
C,5506.0,3.0382925191086185,Out of Stock,29.0
C,8437.0,3.0382925191086185,In Stock,45.0
D,8699.0,4.169566882828471,In Stock,30.0
C,187.0,1.748495445902603,Out of Stock,36.0
D,2952.0,3.0382925191086185,In Stock,34.0
C,5754.0,3.0382925191086185,In Stock,30.0
C,6194.0,1.3518798216034758,Out of Stock,45.0
C,9201.0,3.0382925191086185,In Stock,14.0
C,7054.0,3.0382925191086185,In Stock,10.0
C,2514.0,4.578985000049446,In Stock,2.0
C,4773.0,2.786519202005999,In Stock,27.0
C,6258.0,3.0382925191086185,Out of Stock,10.0
C,7028.0,3.115534583434127,Out of Stock,34.0
C,4531.0,3.0382925191086185,In Stock,42.0
C,1094.0,3.0382925191086185,In Stock,48.0
D,3922.0,3.0382925191086185,Out of Stock,24.516624685138538
C,6942.0,3.0382925191086185,In Stock,24.516624685138538
C,9731.0,2.1834264982629024,In Stock,12.0
C,4579.0,3.0382925191086185,In Stock,24.516624685138538
A,1034.0,3.0382925191086185,In Stock,24.516624685138538
C,218.0,3.0382925191086185,In Stock,25.0
C,7847.0,4.657849083891276,Out of Stock,46.0
D,4565.0,3.0382925191086185,Out of Stock,36.0
C,5824.0,4.146355761675798,Out of Stock,11.0
A,4611.0,4.37048124208564,In Stock,10.0
C,2462.0,2.914034020509053,Out of Stock,14.0
C,6129.0,3.373470881731988,Out of Stock,31.0
A,9599.0,3.0382925191086185,In Stock,36.0
C,6566.0,4.554351229749534,In Stock,24.0
C,5615.0,2.429237788545331,In Stock,13.0
D,8075.0,3.0382925191086185,In Stock,48.0
C,8968.0,3.898796613606577,Out of Stock,7.0
C,9714.0,3.0382925191086185,Out of Stock,10.0
C,5941.0,3.0382925191086185,Out of Stock,38.0
C,3770.0,3.0382925191086185,Out of Stock,10.0
C,4221.0,3.465892987922365,In Stock,32.0
C,8086.0,3.0382925191086185,In Stock,19.0
C,5672.0,3.0382925191086185,In Stock,12.0
C,6479.0,2.8198421968953298,In Stock,32.0
C,4793.0,2.705174087845628,In Stock,28.0
B,9379.0,1.865337851101302,In Stock,23.0
C,8215.0,2.290265230464118,Out of Stock,13.0
A,5016.970630372492,3.0382925191086185,In Stock,24.0
D,282.0,3.0382925191086185,In Stock,23.0
C,4844.0,3.7828755089715353,Out of Stock,49.0
B,5638.0,3.0382925191086185,In Stock,12.0
C,8823.0,1.1348564209434389,Out of Stock,24.516624685138538
C,4690.0,3.9159657435252897,In Stock,22.0
C,3475.0,4.720175684741123,Out of Stock,6.0
C,4609.0,3.0382925191086185,In Stock,5.0
C,9265.0,3.0382925191086185,In Stock,23.0
C,5724.0,3.0382925191086185,Out of Stock,13.0
C,1503.0,2.8694291378048606,Out of Stock,49.0
C,4119.0,3.0382925191086185,In Stock,15.0
C,5016.970630372492,3.0382925191086185,Out of Stock,33.0
B,3216.0,3.0382925191086185,In Stock,28.0
B,4799.0,3.0382925191086185,In Stock,41.0
C,3557.0,3.0382925191086185,In Stock,44.0
C,3496.0,1.929425193312156,In Stock,41.0
B,9572.0,3.0382925191086185,Out of Stock,27.0
C,3010.0,4.341961604746594,Out of Stock,41.0
C,1121.0,3.0382925191086185,Out of Stock,27.0
D,5950.0,4.415305570246785,In Stock,18.0
C,945.0,4.128949867087271,In Stock,34.0
C,7711.0,1.4110873677443294,Out of Stock,19.0
C,1762.0,2.8448276824894627,In Stock,1.0
C,3321.0,3.599726301535442,In Stock,24.516624685138538
C,1839.0,3.957731684835199,In Stock,39.0
D,6313.0,1.5522474841308491,In Stock,10.0
C,2849.0,1.8035000587695875,Out of Stock,40.0
C,3193.0,2.390867431736814,In Stock,24.516624685138538
C,6483.0,4.263628413198943,In Stock,34.0
D,6433.0,3.0382925191086185,In Stock,5.0
C,9519.0,3.060620618940357,In Stock,12.0
C,3280.0,3.0382925191086185,In Stock,25.0
C,4105.0,3.0382925191086185,In Stock,17.0
C,5258.0,3.0382925191086185,Out of Stock,25.0
C,5016.970630372492,3.742960557927913,Out of Stock,27.0
C,9326.0,3.0382925191086185,Out of Stock,3.0
D,8619.0,3.0382925191086185,In Stock,34.0
D,6259.0,3.0382925191086185,Out of Stock,25.0
C,134.0,2.3056786008194177,Out of Stock,45.0
A,7914.0,3.0382925191086185,In Stock,2.0
D,9463.0,3.0382925191086185,In Stock,24.516624685138538
D,9295.0,3.0382925191086185,In Stock,24.516624685138538
A,2838.0,3.0382925191086185,Out of Stock,25.0
C,6490.0,3.0382925191086185,In Stock,10.0
D,4356.0,3.0382925191086185,In Stock,38.0
C,1307.0,3.0382925191086185,In Stock,30.0
C,7467.0,4.204570586789588,In Stock,48.0
C,5883.0,3.5432575144489182,Out of Stock,6.0
A,1411.0,2.2838450072484027,In Stock,9.0
B,9911.0,3.0382925191086185,In Stock,3.0
A,2969.0,1.0169582977369274,In Stock,23.0
B,2896.0,3.0382925191086185,In Stock,8.0
C,604.0,3.0382925191086185,Out of Stock,22.0
D,323.0,4.157982202910244,In Stock,0.0
C,1057.0,3.0382925191086185,Out of Stock,17.0
C,3965.0,1.030506535444616,In Stock,22.0
C,1577.0,3.0382925191086185,In Stock,14.0
D,8808.0,2.536594309582935,Out of Stock,13.0
C,2040.0,3.152110023144844,In Stock,24.516624685138538
C,4737.0,3.0382925191086185,In Stock,24.516624685138538
C,5750.0,4.498982060667707,In Stock,13.0
C,1568.0,4.113798157549822,In Stock,48.0
B,8260.0,1.2885826856726457,Out of Stock,16.0
C,6212.0,3.0382925191086185,In Stock,10.0
C,2186.0,3.0382925191086185,Out of Stock,22.0
C,6944.0,3.0382925191086185,In Stock,38.0
A,5343.0,3.0347745075432173,In Stock,20.0
C,8683.0,3.0382925191086185,In Stock,39.0
C,4509.0,2.9483364518679456,In Stock,37.0
C,9631.0,1.1113414969003457,In Stock,23.0
B,5904.0,4.421146603344385,Out of Stock,31.0
C,6639.0,4.534516148143291,In Stock,33.0
C,997.0,4.437430898394501,In Stock,37.0
C,387.0,3.63432167308444,In Stock,17.0
C,7000.0,4.690735015682396,In Stock,8.0
C,7579.0,3.0382925191086185,Out of Stock,20.0
C,750.0,3.0382925191086185,Out of Stock,33.0
C,8024.0,2.510680056863793,In Stock,12.0
C,3187.0,4.317107463046783,In Stock,20.0
A,3770.0,3.0382925191086185,In Stock,38.0
C,5774.0,4.423889888977504,In Stock,7.0
C,6617.0,3.613701308184707,In Stock,13.0
C,1249.0,3.0382925191086185,In Stock,10.0
A,3986.0,3.0382925191086185,Out of Stock,26.0
C,2066.0,3.0382925191086185,Out of Stock,42.0
B,7274.0,1.9050049332868788,In Stock,7.0
C,4101.0,3.0382925191086185,In Stock,12.0
C,9418.0,3.9367554137820058,In Stock,9.0
C,7715.0,3.0382925191086185,In Stock,41.0
C,665.0,3.0382925191086185,In Stock,22.0
C,5016.970630372492,4.726100541071982,Out of Stock,42.0
A,8604.0,3.659524202196421,Out of Stock,48.0
B,9122.0,3.588629928008624,In Stock,45.0
C,7335.0,4.972969857858084,In Stock,28.0
A,6286.0,4.315610567514287,In Stock,21.0
C,4815.0,3.0382925191086185,Out of Stock,24.516624685138538
B,4242.0,1.2409129226548612,Out of Stock,23.0
C,9513.0,3.0382925191086185,In Stock,37.0
C,1558.0,2.1260489691608795,In Stock,34.0
C,7381.0,3.0382925191086185,Out of Stock,31.0
C,972.0,4.58130917569972,In Stock,24.516624685138538
D,5051.0,1.441588656564048,Out of Stock,24.516624685138538
B,3003.0,2.716204723065629,Out of Stock,7.0
C,778.0,2.182400374460673,In Stock,45.0
B,9470.0,3.0382925191086185,Out of Stock,1.0
A,3534.0,3.0382925191086185,In Stock,24.516624685138538
C,1535.0,4.637649325585819,Out of Stock,7.0
C,968.0,3.0382925191086185,In Stock,24.516624685138538
D,3284.0,3.0382925191086185,In Stock,24.516624685138538
B,5693.0,3.0382925191086185,In Stock,14.0
D,7759.0,3.0671954832176844,Out of Stock,39.0
A,2562.0,1.153528399592458,In Stock,35.0
D,644.0,3.0382925191086185,Out of Stock,47.0
C,5212.0,2.11340645709965,Out of Stock,42.0
B,7416.0,3.1709437574344688,In Stock,34.0
D,3690.0,3.0382925191086185,In Stock,4.0
B,9095.0,3.0382925191086185,In Stock,18.0
C,6510.0,4.308675606337342,In Stock,7.0
C,6262.0,3.0382925191086185,In Stock,11.0
C,9639.0,3.0382925191086185,In Stock,36.0
C,3471.0,3.0382925191086185,In Stock,20.0
C,4587.0,2.7120587532119904,Out of Stock,11.0
C,3620.0,3.0382925191086185,In Stock,24.516624685138538
C,5633.0,3.0382925191086185,In Stock,45.0
C,5857.0,2.672355687152289,In Stock,7.0
C,357.0,1.4769274484803503,In Stock,21.0
C,3215.0,1.0841746532617873,Out of Stock,31.0
C,339.0,3.3881994544507443,In Stock,24.516624685138538
C,7515.0,3.0382925191086185,In Stock,1.0
C,7409.0,3.0382925191086185,Out of Stock,23.0
D,9154.0,4.271334932470041,Out of Stock,24.516624685138538
C,8447.0,3.0382925191086185,In Stock,34.0
C,5141.0,3.0382925191086185,In Stock,24.0
A,4154.0,3.0382925191086185,In Stock,48.0
C,3272.0,3.271867653450437,In Stock,46.0
C,8292.0,3.736457649814191,Out of Stock,24.516624685138538
C,124.0,3.0382925191086185,In Stock,11.0
C,423.0,2.1078381855077444,In Stock,7.0
C,162.0,3.0382925191086185,In Stock,36.0
C,3516.0,3.0382925191086185,In Stock,10.0
A,3772.0,3.0382925191086185,In Stock,19.0
C,1493.0,3.5567681248311263,Out of Stock,18.0
D,8222.0,3.0382925191086185,Out of Stock,45.0
D,2511.0,3.632099331577597,In Stock,33.0
C,9439.0,2.651170105455797,In Stock,2.0
C,9713.0,4.248103068220118,Out of Stock,46.0
C,5016.970630372492,3.4863670130155286,In Stock,32.0
C,6953.0,2.535200273068939,In Stock,48.0
C,3564.0,3.0382925191086185,Out of Stock,47.0
C,9035.0,4.639565427240969,In Stock,18.0
C,8551.0,3.0382925191086185,In Stock,20.0
C,3600.0,3.0382925191086185,In Stock,6.0
C,6315.0,3.0382925191086185,Out of Stock,24.516624685138538
C,1089.0,2.4497214414497708,In Stock,6.0
C,2903.0,3.0382925191086185,In Stock,15.0
C,5245.0,1.1488591245909232,In Stock,26.0
D,789.0,3.0382925191086185,Out of Stock,35.0
C,7352.0,4.390909091982623,Out of Stock,6.0
D,6744.0,3.0382925191086185,In Stock,39.0
C,8673.0,3.0382925191086185,Out of Stock,7.0
C,9147.0,4.771918219932086,In Stock,17.0
D,1669.0,2.105550917462175,Out of Stock,46.0
C,1307.0,3.0382925191086185,Out of Stock,19.0
B,2763.0,3.287226166271415,In Stock,24.516624685138538
D,5669.0,3.0382925191086185,In Stock,2.0
C,6470.0,3.0382925191086185,Out of Stock,47.0
B,5016.970630372492,2.9504628327415228,In Stock,27.0
C,5266.0,3.0382925191086185,In Stock,44.0
C,5218.0,3.0382925191086185,Out of Stock,30.0
C,9776.0,4.100424148041165,In Stock,13.0
C,4936.0,3.388590917027281,In Stock,32.0
C,9918.0,3.0484141650158305,In Stock,24.516624685138538
A,5016.970630372492,4.073024465020252,In Stock,10.0
B,8340.0,2.961243301928114,Out of Stock,33.0
